Country,DevType,EdLevel,Employment,YearsCodePro,Age,ConvertedCompYearly,JobSat,RemoteWork,LanguageHaveWorkedWith,OpSys
Brazil,Mobile developer,Secondary school,Self-employed,18,35-44 years old,67684.18443298925,4,Hybrid,JavaScript,Windows
United States,Back-end developer,Bachelors degree,Freelancer,20,25-34 years old,122155.20110905086,2,Remote,Rust;Kotlin;Python,Windows
Australia,Back-end developer,Bachelors degree,Employed full-time,16,25-34 years old,55002.12528375908,3,Hybrid,Rust;Kotlin;TypeScript,Windows
United States,Full-stack developer,Secondary school,Employed full-time,15,25-34 years old,125842.97684237598,2,Hybrid,Rust;C++;TypeScript;C#,macOS
Australia,Back-end developer,Masters degree,Employed full-time,16,35-44 years old,,2,Hybrid,Kotlin,Windows
India,DevOps specialist,Secondary school,Self-employed,8,55-64 years old,30843.37656414652,3,Hybrid,Kotlin;TypeScript;C++;PHP,macOS
United States,Data scientist or machine learning specialist,Masters degree,Employed full-time,13,35-44 years old,,4,Hybrid,Java;Go;TypeScript;Kotlin,Windows
India,Data scientist or machine learning specialist,Some college,Employed full-time,23,18-24 years old,42375.966766110985,5,Hybrid,Java;Python;C++,Windows
United States,Full-stack developer,Bachelors degree,Freelancer,11,25-34 years old,120462.08692001463,5,Hybrid,TypeScript;Python;Kotlin;JavaScript,Linux
United States,Front-end developer,Some college,Employed full-time,28,45-54 years old,,5,Remote,Rust;PHP;Kotlin;TypeScript,Windows
United States,Embedded developer,Other doctoral degree,Student,29,18-24 years old,107751.54218198263,3,Hybrid,Kotlin;JavaScript;Java,macOS
France,Mobile developer,Masters degree,Employed full-time,25,65 years or older,20419.626130205754,3,Hybrid,C++;Go;TypeScript;C#,macOS
India,Full-stack developer,Bachelors degree,Student,7,55-64 years old,,2,In-person,PHP;TypeScript;Go,Linux
United States,Back-end developer,Bachelors degree,Employed full-time,17,18-24 years old,137255.09183905373,5,Remote,JavaScript;TypeScript;Kotlin,BSD
Germany,Mobile developer,Bachelors degree,Not employed,18,55-64 years old,58398.59009741526,2,Hybrid,C#,Windows
United Kingdom,Front-end developer,Bachelors degree,Not employed,More than 50 years,25-34 years old,,4,Remote,Rust;C#;Go;C++,Windows
United States,Back-end developer,Bachelors degree,Employed full-time,22,45-54 years old,107262.47051587133,3,In-person,TypeScript,macOS
India,Desktop developer,Masters degree,Employed full-time,23,25-34 years old,55850.94422748234,3,Hybrid,Java;C#;Rust;Go,Windows
United States,Embedded developer,Masters degree,Employed full-time,19,25-34 years old,,5,Hybrid,Go,Windows
United States,DevOps specialist,Bachelors degree,Employed part-time,25,35-44 years old,,5,Hybrid,Python;TypeScript,Windows
United Kingdom,Back-end developer,Masters degree,Student,13,35-44 years old,57829.443148703045,5,In-person,PHP,Windows
United States,DevOps specialist,Bachelors degree,Employed full-time,15,18-24 years old,136536.7726141823,4,In-person,Rust;Java;Python;C#,Linux
India,Mobile developer,Bachelors degree,Employed full-time,23,25-34 years old,,5,Remote,C#;Go;Java,Windows
United Kingdom,DevOps specialist,Bachelors degree,Employed full-time,30,18-24 years old,,4,In-person,TypeScript;Kotlin;C#,Windows
United States,Mobile developer,Masters degree,Student,22,25-34 years old,114977.64330715119,5,Remote,C++,Windows
Germany,Mobile developer,Bachelors degree,Freelancer,29,25-34 years old,55556.755641133495,3,Hybrid,TypeScript;C++;JavaScript;Java,Windows
United States,Mobile developer,Bachelors degree,Employed full-time,22,25-34 years old,121591.59093113121,4,Hybrid,Python;Java;Kotlin;Rust,macOS
Netherlands,Mobile developer,Bachelors degree,Employed full-time,1,25-34 years old,88683.54073040653,4,Remote,TypeScript;Kotlin,Linux
India,Mobile developer,Some college,Employed full-time,29,18-24 years old,5000.0,4,In-person,PHP;JavaScript;Python,Windows
France,Back-end developer,Bachelors degree,Employed full-time,16,18-24 years old,43995.54529200192,5,In-person,C++;Rust,Windows
Germany,Mobile developer,Masters degree,Employed full-time,5,18-24 years old,63946.14092433006,5,In-person,Go;PHP,Windows
United States,Back-end developer,Masters degree,Employed full-time,26,25-34 years old,112367.37809173578,4,Remote,PHP;Kotlin;TypeScript;Go,Windows
Germany,Mobile developer,Some college,Employed full-time,3,55-64 years old,89802.51328210489,4,Hybrid,Go;PHP,Linux
Netherlands,DevOps specialist,Other doctoral degree,Employed full-time,23,18-24 years old,56529.11164877225,4,Remote,Go,Windows
Germany,Desktop developer,Bachelors degree,Employed full-time,10,55-64 years old,83316.0545144089,5,Remote,Go,Windows
France,Mobile developer,Bachelors degree,Employed full-time,19,35-44 years old,47484.53912536448,4,Remote,TypeScript,Linux
Brazil,Front-end developer,Secondary school,Employed full-time,5,35-44 years old,64598.48690835875,1,Hybrid,Go;TypeScript;Python;JavaScript,Linux
United States,Mobile developer,Masters degree,Self-employed,7,35-44 years old,,4,Remote,Rust;PHP,Linux
United States,Mobile developer,Masters degree,Self-employed,14,45-54 years old,105354.00900525824,1,Remote,Rust;PHP,Linux
Germany,DevOps specialist,Masters degree,Employed full-time,3,18-24 years old,90627.1623961303,5,In-person,C#;PHP,Windows
India,Embedded developer,Masters degree,Employed full-time,13,25-34 years old,,3,Hybrid,Java,Windows
France,Data scientist or machine learning specialist,Other doctoral degree,Self-employed,13,35-44 years old,80909.20480964505,4,Remote,PHP,Linux
Australia,DevOps specialist,Associate degree,Freelancer,10,25-34 years old,,5,Remote,Python;JavaScript;PHP,Windows
India,Front-end developer,Some college,Employed full-time,2,45-54 years old,32624.89310324198,1,In-person,TypeScript;Python;C#;JavaScript,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,6,18-24 years old,,3,Remote,C++;TypeScript;Python;JavaScript,macOS
Canada,Full-stack developer,Secondary school,Employed full-time,8,35-44 years old,58075.75475918842,4,In-person,PHP;Python,Linux
United States,Full-stack developer,Bachelors degree,Employed full-time,4,25-34 years old,125178.6085645138,3,Remote,PHP;Python;TypeScript;JavaScript,Windows
France,Embedded developer,Bachelors degree,Employed full-time,25,25-34 years old,,3,Remote,JavaScript;C#;Kotlin;Go,Windows
India,Front-end developer,Secondary school,Employed full-time,12,25-34 years old,5000.0,5,In-person,TypeScript;Java;Go;PHP,Linux
United Kingdom,DevOps specialist,Bachelors degree,Employed part-time,28,35-44 years old,,5,Remote,C++;JavaScript;PHP,Windows
United States,Back-end developer,Bachelors degree,Employed full-time,15,45-54 years old,82806.73918900403,5,Remote,Python;Rust;JavaScript,Windows
Germany,Front-end developer,Bachelors degree,Employed full-time,8,25-34 years old,61303.75780522208,5,In-person,Rust;JavaScript,Linux
India,Desktop developer,Secondary school,Employed full-time,7,45-54 years old,,3,Hybrid,PHP,Windows
Germany,Data scientist or machine learning specialist,Masters degree,Employed full-time,14,25-34 years old,83247.11938171896,3,Hybrid,TypeScript;Kotlin;Go;Python,Windows
United States,Data scientist or machine learning specialist,Masters degree,Employed full-time,23,18-24 years old,,3,Hybrid,PHP;Python;C#,Windows
Canada,Mobile developer,Bachelors degree,Employed full-time,19,18-24 years old,22834.170235497855,5,Hybrid,C#;Python,macOS
Brazil,Full-stack developer,Some college,Student,14,18-24 years old,49846.117432205785,4,Hybrid,Rust;Go;TypeScript;PHP,macOS
United States,Embedded developer,Some college,Employed full-time,22,25-34 years old,77463.3302440147,3,Hybrid,JavaScript;Java,macOS
United States,Data scientist or machine learning specialist,Bachelors degree,Self-employed,13,25-34 years old,120632.43947820495,4,Hybrid,JavaScript;Kotlin;TypeScript;Java,Windows
United States,Front-end developer,Bachelors degree,Not employed,29,35-44 years old,125433.67169000061,4,In-person,PHP;C++;Python;Java,macOS
Germany,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,21,35-44 years old,106815.91484342505,4,Remote,Python;C++;Kotlin;Rust,macOS
Germany,Embedded developer,Associate degree,Employed full-time,1,18-24 years old,77412.69521786908,5,Hybrid,C++,Windows
India,Embedded developer,Masters degree,Employed full-time,27,25-34 years old,,4,Hybrid,TypeScript;C++;C#,Windows
United States,Embedded developer,Other doctoral degree,Student,19,25-34 years old,131676.74163078118,5,In-person,Rust,Linux
India,Front-end developer,Bachelors degree,Not employed,29,25-34 years old,,4,Hybrid,Python;TypeScript,macOS
Germany,Back-end developer,Some college,Self-employed,28,18-24 years old,,4,In-person,TypeScript;Go;JavaScript,macOS
India,Mobile developer,Some college,Employed full-time,1,18-24 years old,30500.045965836216,5,In-person,JavaScript;Python;TypeScript,Windows
Poland,Full-stack developer,Masters degree,Employed part-time,4,55-64 years old,30157.959657092724,5,In-person,Python;PHP,macOS
United States,Data scientist or machine learning specialist,Associate degree,Employed full-time,10,35-44 years old,145904.1414533929,2,In-person,Rust;Kotlin;PHP;C#,Windows
United Kingdom,Front-end developer,Bachelors degree,Employed full-time,3,18-24 years old,56758.75795926352,3,In-person,JavaScript;Rust;Kotlin,Windows
India,DevOps specialist,Bachelors degree,Employed full-time,27,25-34 years old,48903.54823022833,4,Hybrid,Go;C#;Kotlin;TypeScript,BSD
India,Full-stack developer,Masters degree,Employed full-time,20,25-34 years old,15395.71131735201,4,Hybrid,C++,macOS
United Kingdom,Back-end developer,Some college,Self-employed,9,35-44 years old,,4,Hybrid,TypeScript;C++;JavaScript,Linux
United Kingdom,Front-end developer,Masters degree,Employed full-time,3,25-34 years old,64186.977146693775,5,Remote,Python;Rust;C#;JavaScript,macOS
Poland,Desktop developer,Bachelors degree,Employed full-time,28,18-24 years old,59099.11763978152,2,Hybrid,Rust;Go;Java,Linux
United States,Desktop developer,Masters degree,Employed full-time,6,35-44 years old,111346.80973206816,4,Remote,Python,Windows
United States,Mobile developer,Bachelors degree,Student,6,25-34 years old,127849.1203694104,3,Remote,Rust;Java;C#;Kotlin,macOS
United Kingdom,Mobile developer,Bachelors degree,Self-employed,23,25-34 years old,41476.73473033583,5,Hybrid,Kotlin,macOS
Germany,Back-end developer,Masters degree,Employed full-time,25,25-34 years old,50811.29342081882,5,Remote,Python,Windows
United States,Back-end developer,Some college,Employed full-time,12,25-34 years old,144856.53786653656,4,Remote,C++,Windows
United States,Mobile developer,Bachelors degree,Employed full-time,23,25-34 years old,134543.359777842,2,In-person,Go;C++;JavaScript;Rust,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Not employed,30,25-34 years old,121317.8321720448,5,Hybrid,Go,macOS
Brazil,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,1,25-34 years old,,4,Remote,TypeScript;C++,macOS
United States,Front-end developer,Bachelors degree,Employed full-time,16,18-24 years old,,4,Hybrid,Go;JavaScript;TypeScript;PHP,BSD
United States,DevOps specialist,Some college,Employed full-time,Less than 1 year,35-44 years old,,5,Hybrid,Java;JavaScript,Windows
United States,Front-end developer,Other doctoral degree,Employed full-time,24,18-24 years old,123511.48169851644,5,Hybrid,Kotlin,Linux
India,DevOps specialist,Bachelors degree,Student,5,18-24 years old,5000.0,4,Hybrid,Kotlin;JavaScript;Python;Java,macOS
United States,Back-end developer,Some college,Employed full-time,9,35-44 years old,156960.803835417,4,In-person,PHP;Python,Windows
India,Full-stack developer,Secondary school,Employed full-time,10,35-44 years old,,3,Remote,Rust;PHP;Kotlin;Java,Linux
United States,Front-end developer,Secondary school,Employed full-time,13,35-44 years old,117579.57937980871,4,Remote,PHP,Linux
France,Front-end developer,Bachelors degree,Employed full-time,15,25-34 years old,74543.42519067899,4,In-person,Go;Java,Linux
United States,DevOps specialist,Associate degree,Not employed,12,18-24 years old,111925.93132004187,3,Hybrid,Python,Linux
India,Embedded developer,Bachelors degree,Employed full-time,5,35-44 years old,41582.98070119084,2,Remote,Kotlin,macOS
Brazil,Back-end developer,Bachelors degree,Student,5,35-44 years old,12178.428694320814,3,Remote,Rust;JavaScript;Python,Windows
United Kingdom,Back-end developer,Bachelors degree,Self-employed,Less than 1 year,25-34 years old,,3,Hybrid,TypeScript;PHP;Java;C#,Windows
India,Desktop developer,Masters degree,Employed full-time,28,45-54 years old,,4,Hybrid,Python;TypeScript;Rust,macOS
United States,Embedded developer,Bachelors degree,Employed full-time,28,18-24 years old,,4,Hybrid,TypeScript;Python;JavaScript,Windows
United States,DevOps specialist,Bachelors degree,Employed full-time,30,65 years or older,124150.84589777484,4,Hybrid,JavaScript,Windows
United Kingdom,Back-end developer,Bachelors degree,Self-employed,18,45-54 years old,,4,Hybrid,Kotlin;Rust;Python;C#,Windows
Poland,Embedded developer,Some college,Employed full-time,12,35-44 years old,96957.33991404207,4,Hybrid,C++,Windows
United Kingdom,Mobile developer,Secondary school,Employed full-time,27,55-64 years old,83810.59287435353,5,In-person,JavaScript;Java,macOS
Germany,Embedded developer,Bachelors degree,Employed full-time,3,35-44 years old,70986.2956324934,4,Hybrid,Kotlin;C++;Java,Linux
Canada,Data scientist or machine learning specialist,Secondary school,Self-employed,26,18-24 years old,51906.08286273347,5,Hybrid,Python;JavaScript;TypeScript;C++,Linux
India,Desktop developer,Secondary school,Employed full-time,25,25-34 years old,,4,Remote,TypeScript;C++;Go;Python,Linux
United States,Mobile developer,Some college,Employed full-time,7,18-24 years old,159649.40900337856,4,Remote,Go,Windows
Germany,Full-stack developer,Bachelors degree,Employed full-time,17,25-34 years old,94075.20511622707,2,Hybrid,PHP,Windows
Netherlands,Front-end developer,Masters degree,Employed full-time,19,35-44 years old,,4,Hybrid,C#;Go;TypeScript;Rust,macOS
United States,Desktop developer,Other doctoral degree,Student,28,25-34 years old,101552.97341876164,5,Remote,JavaScript;PHP;TypeScript,Windows
United Kingdom,Full-stack developer,Masters degree,Employed full-time,18,25-34 years old,43612.263390024185,5,Remote,C#;Rust;Python,Windows
United States,Front-end developer,Bachelors degree,Student,1,25-34 years old,96221.17763893303,5,Hybrid,C++;JavaScript,Linux
India,Data scientist or machine learning specialist,Masters degree,Employed part-time,25,45-54 years old,33835.21299298959,3,Hybrid,C#;Rust;Python,Windows
United States,Embedded developer,Masters degree,Employed full-time,24,18-24 years old,123512.07099608741,4,Remote,Kotlin;PHP;Java,Windows
India,Back-end developer,Masters degree,Employed part-time,Less than 1 year,25-34 years old,21960.97753056028,4,In-person,TypeScript,Windows
Canada,Mobile developer,Bachelors degree,Employed full-time,5,18-24 years old,,4,Hybrid,C#;Java,macOS
United States,DevOps specialist,Bachelors degree,Employed full-time,27,35-44 years old,,3,Remote,Go;Python;PHP;JavaScript,Windows
United Kingdom,Mobile developer,Some college,Employed part-time,28,18-24 years old,,5,Hybrid,C#;JavaScript;Kotlin,Windows
Canada,Data scientist or machine learning specialist,Secondary school,Employed full-time,2,35-44 years old,48060.55944197769,5,Remote,Go;JavaScript;C#,macOS
Australia,Full-stack developer,Bachelors degree,Employed full-time,1,25-34 years old,76402.8718824612,4,Remote,Rust,macOS
United States,DevOps specialist,Associate degree,Employed full-time,7,18-24 years old,110645.22632282836,3,Remote,TypeScript;Rust;Go;Java,Linux
India,Back-end developer,Bachelors degree,Not employed,29,55-64 years old,9035.878472836917,2,Remote,Kotlin;PHP;C#;Go,Windows
United States,Data scientist or machine learning specialist,Masters degree,Employed full-time,11,18-24 years old,140370.7485530079,4,Remote,Python;C++;C#;Rust,Windows
Poland,DevOps specialist,Some college,Employed full-time,11,25-34 years old,34209.9986055204,3,Remote,Go;Rust;PHP,Windows
Australia,Data scientist or machine learning specialist,Some college,Employed full-time,Less than 1 year,18-24 years old,53968.4038441779,5,Hybrid,PHP;Java,Linux
India,Embedded developer,Other doctoral degree,Self-employed,More than 50 years,25-34 years old,,4,Remote,TypeScript;Go;PHP,Linux
France,Data scientist or machine learning specialist,Bachelors degree,Self-employed,18,25-34 years old,48523.601721797626,4,Hybrid,JavaScript;Go,Windows
India,Back-end developer,Secondary school,Employed full-time,17,25-34 years old,40663.1131202635,4,In-person,TypeScript,Linux
Germany,Desktop developer,Bachelors degree,Student,2,18-24 years old,,1,Hybrid,C++;PHP;Java;TypeScript,Linux
United States,Front-end developer,Some college,Employed full-time,7,25-34 years old,148172.3898689184,5,Remote,C#;JavaScript;PHP,macOS
Canada,DevOps specialist,Some college,Employed full-time,7,35-44 years old,57485.07405008455,4,Remote,Rust;Java;Go,Linux
United States,Embedded developer,Masters degree,Student,10,35-44 years old,,5,Hybrid,Python,Linux
France,Back-end developer,Bachelors degree,Student,22,25-34 years old,,4,Hybrid,C++;Kotlin,macOS
Canada,Data scientist or machine learning specialist,Secondary school,Employed part-time,21,25-34 years old,,4,Hybrid,Python,Windows
United Kingdom,Embedded developer,Bachelors degree,Student,3,18-24 years old,18930.269026882226,2,Hybrid,Go;C++;TypeScript;Kotlin,Windows
United States,Back-end developer,Bachelors degree,Employed full-time,30,25-34 years old,127215.11509327669,4,Hybrid,Rust;PHP;C#,macOS
United States,Desktop developer,Some college,Student,12,18-24 years old,121445.76694249739,5,In-person,PHP;C++,Windows
United States,Embedded developer,Masters degree,Employed full-time,3,25-34 years old,131116.52055150256,5,Hybrid,Python;TypeScript,Windows
India,Embedded developer,Secondary school,Employed full-time,11,25-34 years old,20469.450552343238,5,Hybrid,TypeScript;Python,macOS
United States,Front-end developer,Bachelors degree,Employed full-time,29,25-34 years old,111391.44602398569,3,Hybrid,C#,Linux
Australia,Mobile developer,Bachelors degree,Employed full-time,12,25-34 years old,100169.460219634,5,Hybrid,JavaScript;Kotlin;PHP,macOS
Germany,DevOps specialist,Secondary school,Employed full-time,25,55-64 years old,45552.918769784446,5,Remote,C#;TypeScript;Kotlin;Go,macOS
United States,Front-end developer,Masters degree,Employed full-time,4,18-24 years old,134679.00956728478,2,Remote,PHP;C#;TypeScript;Kotlin,Windows
India,Full-stack developer,Bachelors degree,Employed full-time,25,35-44 years old,13507.962836332179,5,Hybrid,Python,Linux
India,DevOps specialist,Some college,Employed full-time,16,35-44 years old,18284.427645191558,3,Hybrid,C#,macOS
Germany,Front-end developer,Masters degree,Employed full-time,More than 50 years,25-34 years old,68657.94334852068,4,Hybrid,C++;JavaScript;Java;TypeScript,Windows
India,Data scientist or machine learning specialist,Masters degree,Employed full-time,20,25-34 years old,,3,Hybrid,Python;Go;Kotlin;C++,Linux
Australia,DevOps specialist,Masters degree,Employed full-time,18,25-34 years old,,5,Remote,TypeScript,Linux
India,DevOps specialist,Secondary school,Self-employed,Less than 1 year,18-24 years old,52812.871918999146,2,Remote,Go,Windows
Poland,Back-end developer,Secondary school,Student,4,25-34 years old,,4,Remote,Rust;Kotlin;C#;JavaScript,Windows
Brazil,Data scientist or machine learning specialist,Some college,Self-employed,22,35-44 years old,62067.6399242419,4,Hybrid,Rust;Java;C++;Go,Windows
United States,Full-stack developer,Bachelors degree,Employed full-time,6,18-24 years old,100271.19001801507,3,Hybrid,C#,Windows
Australia,Mobile developer,Secondary school,Self-employed,21,18-24 years old,,4,Remote,Kotlin;Rust;JavaScript;Go,Linux
United States,Embedded developer,Masters degree,Employed full-time,Less than 1 year,35-44 years old,,2,Hybrid,C#;Python,macOS
France,Desktop developer,Masters degree,Employed full-time,15,35-44 years old,,4,Remote,Go;Rust,Windows
India,Front-end developer,Bachelors degree,Employed full-time,1,25-34 years old,,5,Remote,Rust,Windows
Brazil,Back-end developer,Secondary school,Student,3,35-44 years old,48778.217380380054,5,Hybrid,Rust;Python;Kotlin,Linux
Brazil,Front-end developer,Some college,Employed full-time,5,25-34 years old,50211.71531011159,5,In-person,TypeScript;JavaScript,macOS
France,Full-stack developer,Bachelors degree,Employed full-time,22,18-24 years old,5094.008926552306,4,Hybrid,C#;Java,Linux
Canada,Embedded developer,Bachelors degree,Employed full-time,30,25-34 years old,68100.70771711426,3,Hybrid,C#,macOS
United States,Full-stack developer,Secondary school,Student,More than 50 years,25-34 years old,103088.95647290772,4,Hybrid,JavaScript,Linux
United States,DevOps specialist,Bachelors degree,Employed full-time,17,55-64 years old,87794.737624164,1,Remote,TypeScript;Kotlin;Python;JavaScript,Linux
India,Desktop developer,Associate degree,Employed full-time,30,18-24 years old,40063.79899465098,5,In-person,C#,Windows
United States,Full-stack developer,Masters degree,Employed full-time,14,25-34 years old,98359.64429916127,2,Hybrid,JavaScript;PHP,Windows
United Kingdom,Front-end developer,Masters degree,Employed full-time,9,25-34 years old,,5,Hybrid,C#,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Employed part-time,30,25-34 years old,,2,Hybrid,Go;Rust,Windows
Poland,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,3,18-24 years old,,5,Remote,PHP,Windows
Germany,DevOps specialist,Other doctoral degree,Student,26,25-34 years old,,3,Remote,Rust;TypeScript;PHP;Go,Linux
France,Mobile developer,Bachelors degree,Employed full-time,13,35-44 years old,65386.12379124676,1,Hybrid,TypeScript;Python;Java,Windows
United States,Front-end developer,Some college,Employed part-time,3,25-34 years old,,4,Hybrid,C#;C++;PHP,Windows
Brazil,Front-end developer,Bachelors degree,Employed full-time,11,25-34 years old,28513.16564536074,3,Remote,Python;Kotlin,Linux
Australia,Full-stack developer,Bachelors degree,Employed full-time,2,25-34 years old,68153.79473674354,4,Remote,Rust;JavaScript;Python,Windows
India,Desktop developer,Bachelors degree,Employed full-time,24,25-34 years old,36619.99079923384,4,Hybrid,TypeScript,Windows
Germany,Front-end developer,Masters degree,Employed full-time,15,25-34 years old,33816.7903261536,2,Remote,TypeScript;Python,macOS
Canada,Back-end developer,Associate degree,Employed full-time,13,45-54 years old,,5,Remote,JavaScript;Python,Windows
United States,Mobile developer,Bachelors degree,Self-employed,More than 50 years,55-64 years old,137532.1175968436,4,Remote,JavaScript,Windows
India,Full-stack developer,Bachelors degree,Employed full-time,More than 50 years,25-34 years old,,4,Remote,Java;PHP;Kotlin,Windows
India,Back-end developer,Bachelors degree,Employed part-time,19,25-34 years old,50046.92724596016,4,Hybrid,PHP;C#;Kotlin;Rust,macOS
United States,DevOps specialist,Masters degree,Student,22,45-54 years old,142729.1114864969,4,In-person,TypeScript,Linux
India,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,16,25-34 years old,27062.358514344098,3,Remote,C#;Java;C++,Windows
United States,DevOps specialist,Secondary school,Self-employed,18,25-34 years old,110971.09219350133,3,Remote,Go;Java;JavaScript,Linux
United States,Data scientist or machine learning specialist,Masters degree,Employed part-time,7,25-34 years old,100543.44214834087,4,Remote,Python;C++;PHP,Windows
United States,DevOps specialist,Masters degree,Employed full-time,13,35-44 years old,,4,Hybrid,Go;C#;Kotlin;Java,Windows
Netherlands,Front-end developer,Bachelors degree,Student,4,25-34 years old,,4,Remote,Rust;Python;Kotlin;Go,Linux
India,Back-end developer,Associate degree,Employed full-time,9,35-44 years old,18516.462779187175,4,Hybrid,C++;Python;Kotlin;Go,Windows
Netherlands,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,30,35-44 years old,16049.979894759403,4,Remote,TypeScript,Windows
India,Full-stack developer,Bachelors degree,Self-employed,10,18-24 years old,50374.27789153141,1,Remote,Python;Java;C++,Windows
United States,Back-end developer,Masters degree,Employed full-time,9,35-44 years old,,3,Remote,C#;TypeScript;Python,macOS
India,Full-stack developer,Masters degree,Employed full-time,7,35-44 years old,17407.51006646332,4,Remote,C++;TypeScript;Kotlin,BSD
India,Back-end developer,Bachelors degree,Employed full-time,15,25-34 years old,42143.16776846577,2,Hybrid,PHP;JavaScript;Java,Linux
United States,Back-end developer,Bachelors degree,Student,28,18-24 years old,150492.77192965514,3,In-person,TypeScript;Rust;Java,macOS
Germany,DevOps specialist,Some college,Not employed,8,18-24 years old,18961.768610242172,2,Hybrid,Python;C#;TypeScript;C++,Linux
United States,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,19,25-34 years old,128685.27299844143,5,Remote,Python;Rust,macOS
Germany,Data scientist or machine learning specialist,Secondary school,Employed part-time,11,25-34 years old,,4,Remote,Python;Kotlin;TypeScript,Windows
United Kingdom,Desktop developer,Masters degree,Not employed,5,25-34 years old,69982.21013597882,2,Remote,TypeScript;Java;Rust;JavaScript,Linux
United States,Back-end developer,Bachelors degree,Employed full-time,2,18-24 years old,,1,Hybrid,Kotlin;PHP;JavaScript,macOS
United States,Front-end developer,Masters degree,Employed full-time,10,45-54 years old,,4,Remote,Python;Java;C#;JavaScript,macOS
Canada,Front-end developer,Bachelors degree,Self-employed,16,25-34 years old,50015.0477101069,4,In-person,Go;JavaScript,Windows
India,Full-stack developer,Some college,Student,23,25-34 years old,5000.0,5,Remote,JavaScript,Windows
United States,Full-stack developer,Masters degree,Student,13,25-34 years old,110992.63617486664,5,Remote,JavaScript,macOS
Poland,DevOps specialist,Bachelors degree,Employed full-time,8,25-34 years old,68136.95270279566,4,Hybrid,JavaScript;Rust;Java,Linux
United States,Back-end developer,Masters degree,Employed full-time,9,18-24 years old,140307.84657350447,3,In-person,Kotlin,BSD
United Kingdom,Full-stack developer,Associate degree,Employed full-time,11,25-34 years old,,5,Hybrid,C++,macOS
Poland,Full-stack developer,Bachelors degree,Employed full-time,11,18-24 years old,80541.20853746035,5,Hybrid,C#,macOS
United States,Mobile developer,Other doctoral degree,Employed full-time,23,35-44 years old,,4,In-person,C++;Rust;PHP,Windows
United States,Back-end developer,Bachelors degree,Self-employed,26,35-44 years old,127248.99763189052,4,Remote,Java;C#;Python,Windows
United States,Embedded developer,Bachelors degree,Employed full-time,Less than 1 year,25-34 years old,109802.12094268734,3,Hybrid,PHP;Kotlin;Java,Linux
United States,DevOps specialist,Bachelors degree,Student,16,35-44 years old,123643.41255424204,4,Remote,C#;Rust;Java,macOS
United States,Full-stack developer,Bachelors degree,Employed full-time,10,35-44 years old,137837.5526914055,4,In-person,C++;Rust;PHP,Linux
United Kingdom,DevOps specialist,Bachelors degree,Employed full-time,29,18-24 years old,,5,Hybrid,JavaScript;PHP;TypeScript;Kotlin,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,24,55-64 years old,106401.88206506337,4,Hybrid,Go;PHP,macOS
India,DevOps specialist,Other doctoral degree,Employed full-time,12,45-54 years old,,5,Hybrid,TypeScript,Linux
Poland,Embedded developer,Secondary school,Employed full-time,25,18-24 years old,,3,Hybrid,C++;TypeScript;Go;JavaScript,macOS
France,Front-end developer,Some college,Freelancer,6,18-24 years old,,3,Remote,Java;C#,Windows
Germany,Embedded developer,Bachelors degree,Student,28,18-24 years old,115802.67771993838,4,Remote,Rust;Python,Windows
United States,Front-end developer,Bachelors degree,Employed full-time,More than 50 years,18-24 years old,160088.46607350343,3,Remote,C#;Python,Windows
Germany,DevOps specialist,Bachelors degree,Employed full-time,12,35-44 years old,73053.77698596817,4,Hybrid,JavaScript;TypeScript;Java;Python,Windows
India,Front-end developer,Some college,Not employed,10,25-34 years old,19036.949476001995,3,Hybrid,Kotlin;PHP;Python;JavaScript,macOS
India,Data scientist or machine learning specialist,Other doctoral degree,Employed full-time,18,35-44 years old,11158.696026706166,5,Remote,Python,Windows
United States,Back-end developer,Bachelors degree,Employed full-time,18,35-44 years old,118635.94939334661,5,Remote,TypeScript;JavaScript;Python;Java,macOS
Brazil,Front-end developer,Bachelors degree,Employed full-time,4,35-44 years old,31865.61134880884,4,In-person,C#;JavaScript,macOS
India,Front-end developer,Masters degree,Not employed,Less than 1 year,35-44 years old,23475.219653588047,3,Hybrid,PHP;Go;C#,Windows
United States,DevOps specialist,Bachelors degree,Employed full-time,9,18-24 years old,149937.60547701712,4,Hybrid,JavaScript;Python,macOS
India,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,7,25-34 years old,,5,Remote,Kotlin;Java;Rust,Windows
India,Desktop developer,Masters degree,Not employed,18,35-44 years old,20185.513920218986,4,Hybrid,Kotlin,macOS
France,Desktop developer,Some college,Employed full-time,8,18-24 years old,25977.190514655165,1,Hybrid,Java;JavaScript,Windows
Canada,Desktop developer,Bachelors degree,Employed full-time,More than 50 years,18-24 years old,,1,Remote,Java,macOS
Canada,Desktop developer,Bachelors degree,Employed full-time,11,45-54 years old,65289.63369902748,3,Hybrid,C#;TypeScript,Linux
